similarity_metric,collection,model,top_k,accuracy
custom_metric,CUHK_PDNA,PDNA,1,0.005089058524173028
custom_metric,CUHK_PDNA,PDNA,2,0.005089058524173028
custom_metric,CUHK_PDNA,PDNA,5,0.006997455470737914
custom_metric,CUHK_PDNA,PDNA,10,0.014631043256997456
custom_metric,CUHK_PDNA,PDNA,15,0.019083969465648856
custom_metric,CUHK_PDNA,PDNA,20,0.02480916030534351
custom_metric,CUHK_PDNA,PDNA,1,0.0057251908396946565
custom_metric,CUHK_PDNA,PDNA,2,0.0057251908396946565
custom_metric,CUHK_PDNA,PDNA,5,0.006997455470737914
custom_metric,CUHK_PDNA,PDNA,10,0.010814249363867684
custom_metric,CUHK_PDNA,PDNA,15,0.014631043256997456
custom_metric,CUHK_PDNA,PDNA,20,0.019720101781170483
euclidean,CUHK_PDNA,PDNA,1,0.19974554707379136
euclidean,CUHK_PDNA,PDNA,2,0.2474554707379135
euclidean,CUHK_PDNA,PDNA,5,0.3142493638676845
euclidean,CUHK_PDNA,PDNA,10,0.36323155216284986
euclidean,CUHK_PDNA,PDNA,15,0.383587786259542
euclidean,CUHK_PDNA,PDNA,20,0.40966921119592875
custom_metric,CUHK_PDNA,PDNA,1,0.005089058524173028
custom_metric,CUHK_PDNA,PDNA,2,0.005089058524173028
custom_metric,CUHK_PDNA,PDNA,5,0.007633587786259542
custom_metric,CUHK_PDNA,PDNA,10,0.011450381679389313
custom_metric,CUHK_PDNA,PDNA,15,0.014631043256997456
custom_metric,CUHK_PDNA,PDNA,20,0.019083969465648856
euclidean,CUHK_PDNA,PDNA,1,0.20928753180661577
euclidean,CUHK_PDNA,PDNA,2,0.2480916030534351
euclidean,CUHK_PDNA,PDNA,5,0.30661577608142493
euclidean,CUHK_PDNA,PDNA,10,0.3530534351145038
euclidean,CUHK_PDNA,PDNA,15,0.38231552162849874
euclidean,CUHK_PDNA,PDNA,20,0.41030534351145037
custom_metric,CUHK_PDNA,PDNA,1,0.004452926208651399
custom_metric,CUHK_PDNA,PDNA,2,0.005089058524173028
custom_metric,CUHK_PDNA,PDNA,5,0.006361323155216285
custom_metric,CUHK_PDNA,PDNA,10,0.010814249363867684
custom_metric,CUHK_PDNA,PDNA,15,0.01717557251908397
custom_metric,CUHK_PDNA,PDNA,20,0.019720101781170483
euclidean,CUHK_PDNA,PDNA,1,0.21501272264631044
euclidean,CUHK_PDNA,PDNA,2,0.2595419847328244
euclidean,CUHK_PDNA,PDNA,5,0.3256997455470738
euclidean,CUHK_PDNA,PDNA,10,0.3708651399491094
euclidean,CUHK_PDNA,PDNA,15,0.405852417302799
euclidean,CUHK_PDNA,PDNA,20,0.42811704834605596
custom_metric,CUHK_PDNA,PDNA,1,0.005089058524173028
custom_metric,CUHK_PDNA,PDNA,2,0.0057251908396946565
custom_metric,CUHK_PDNA,PDNA,5,0.008905852417302799
custom_metric,CUHK_PDNA,PDNA,10,0.012086513994910942
custom_metric,CUHK_PDNA,PDNA,15,0.015267175572519083
custom_metric,CUHK_PDNA,PDNA,20,0.019720101781170483
euclidean,CUHK_PDNA,PDNA,1,0.21183206106870228
euclidean,CUHK_PDNA,PDNA,2,0.25318066157760816
euclidean,CUHK_PDNA,PDNA,5,0.3053435114503817
euclidean,CUHK_PDNA,PDNA,10,0.3479643765903308
euclidean,CUHK_PDNA,PDNA,15,0.37404580152671757
euclidean,CUHK_PDNA,PDNA,20,0.4083969465648855
euclidean,CUHK_PDNA,PDNA,1,0.20865139949109415
euclidean,CUHK_PDNA,PDNA,2,0.24936386768447838
euclidean,CUHK_PDNA,PDNA,5,0.30279898218829515
euclidean,CUHK_PDNA,PDNA,10,0.3517811704834606
euclidean,CUHK_PDNA,PDNA,15,0.3842239185750636
euclidean,CUHK_PDNA,PDNA,20,0.41475826972010177
euclidean,CUHK_PDNA,PDNA,1,0.19783715012722647
euclidean,CUHK_PDNA,PDNA,2,0.2430025445292621
euclidean,CUHK_PDNA,PDNA,5,0.2989821882951654
euclidean,CUHK_PDNA,PDNA,10,0.3568702290076336
euclidean,CUHK_PDNA,PDNA,15,0.38676844783715014
euclidean,CUHK_PDNA,PDNA,20,0.4211195928753181
euclidean,CUHK_PDNA,PDNA,1,0.20928753180661577
euclidean,CUHK_PDNA,PDNA,2,0.24872773536895673
euclidean,CUHK_PDNA,PDNA,5,0.3142493638676845
euclidean,CUHK_PDNA,PDNA,10,0.3638676844783715
euclidean,CUHK_PDNA,PDNA,15,0.39122137404580154
euclidean,CUHK_PDNA,PDNA,20,0.4128498727735369
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,1,0.46564885496183206
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,2,0.5267175572519084
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,5,0.6062340966921119
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,10,0.6596692111959288
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,15,0.6908396946564885
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,20,0.7169211195928753
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,1,0.4580152671755725
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,2,0.5248091603053435
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,5,0.6119592875318066
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,10,0.6692111959287532
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,15,0.700381679389313
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,20,0.7220101781170484
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,1,0.4675572519083969
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,2,0.5292620865139949
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,5,0.6176844783715013
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,10,0.6641221374045801
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,15,0.6959287531806616
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,20,0.7143765903307888
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,1,0.4599236641221374
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,2,0.5209923664122137
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,5,0.6125954198473282
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,10,0.6698473282442748
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,15,0.7092875318066157
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,20,0.7360050890585241
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,1,0.46946564885496184
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,2,0.5343511450381679
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,5,0.6151399491094147
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,10,0.6692111959287532
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,15,0.700381679389313
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,20,0.7201017811704835
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,1,0.4662849872773537
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,2,0.5388040712468194
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,5,0.6342239185750637
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,10,0.6876590330788804
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,15,0.7143765903307888
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,20,0.7360050890585241
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,1,0.45038167938931295
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,2,0.5152671755725191
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,5,0.6087786259541985
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,10,0.6698473282442748
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,15,0.7035623409669212
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,20,0.7245547073791349
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,1,0.4618320610687023
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,2,0.5267175572519084
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,5,0.6119592875318066
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,10,0.6679389312977099
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,15,0.6984732824427481
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,20,0.7188295165394402
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,1,0.4548346055979644
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,2,0.5146310432569975
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,5,0.6055979643765903
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,10,0.6736641221374046
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,15,0.6991094147582697
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,20,0.7245547073791349
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,1,0.47837150127226463
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,2,0.5298982188295165
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,5,0.6189567430025446
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,10,0.6743002544529262
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,15,0.7118320610687023
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,20,0.7379134860050891
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,1,0.47455470737913485
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,2,0.52735368956743
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,5,0.6087786259541985
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,10,0.6743002544529262
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,15,0.7073791348600509
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,20,0.7290076335877863
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,1,0.45610687022900764
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,2,0.5197201017811705
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,5,0.6075063613231552
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,10,0.6641221374045801
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,15,0.6991094147582697
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,20,0.7162849872773537
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,1,0.5432569974554707
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,2,0.6075063613231552
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,5,0.6902035623409669
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,10,0.75
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,15,0.7856234096692112
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,20,0.80470737913486
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,1,0.5419847328244275
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,2,0.6024173027989822
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,5,0.6863867684478372
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,10,0.7455470737913485
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,15,0.7767175572519084
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,20,0.7970737913486005
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,1,0.5419847328244275
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,2,0.6246819338422391
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,5,0.6940203562340967
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,10,0.7525445292620865
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,15,0.7792620865139949
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,20,0.8008905852417303
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,1,0.5292620865139949
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,2,0.6005089058524173
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,5,0.683206106870229
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,10,0.7417302798982188
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,15,0.77735368956743
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,20,0.7977099236641222
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,1,0.5629770992366412
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,2,0.6208651399491094
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,5,0.7010178117048346
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,10,0.7506361323155216
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,15,0.7868956743002544
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,20,0.8129770992366412
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,1,0.5413486005089059
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,2,0.6132315521628499
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,5,0.6959287531806616
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,10,0.7480916030534351
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,15,0.7830788804071247
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,20,0.80470737913486
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,1,0.5388040712468194
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,2,0.6024173027989822
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,5,0.6844783715012722
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,10,0.75
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,15,0.7830788804071247
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,20,0.8008905852417303
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,1,0.5356234096692112
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,2,0.5973282442748091
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,5,0.6870229007633588
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,10,0.7461832061068703
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,15,0.77735368956743
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,20,0.7958015267175572
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,1,0.5483460559796438
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,2,0.611323155216285
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,5,0.6876590330788804
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,10,0.7474554707379135
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,15,0.7798982188295165
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,20,0.799618320610687
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,1,0.5426208651399491
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,2,0.6062340966921119
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,5,0.6876590330788804
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,10,0.7531806615776081
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,15,0.7837150127226463
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,20,0.8040712468193384
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,1,0.556615776081425
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,2,0.6183206106870229
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,5,0.6972010178117048
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,10,0.7538167938931297
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,15,0.7824427480916031
cosine,SIGLIP_SO400M_Patch14_384_CUHK,google/siglip-so400m-patch14-384,20,0.8021628498727735
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,1,0.5330788804071247
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,2,0.5966921119592875
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,5,0.6787531806615776
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,10,0.7372773536895675
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,15,0.7716284987277354
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,20,0.7983460559796438
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,1,0.5184478371501272
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,2,0.5807888040712468
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,5,0.6749363867684478
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,10,0.7449109414758269
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,15,0.77735368956743
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,20,0.8008905852417303
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,1,0.5190839694656488
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,2,0.5896946564885496
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,5,0.676208651399491
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,10,0.7366412213740458
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,15,0.7729007633587787
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,20,0.7989821882951654
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,1,0.5152671755725191
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,2,0.5896946564885496
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,5,0.6838422391857506
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,10,0.7493638676844784
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,15,0.787531806615776
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,20,0.8110687022900763
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,1,0.5318066157760815
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,2,0.5966921119592875
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,5,0.6857506361323156
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,10,0.7519083969465649
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,15,0.7798982188295165
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,20,0.8040712468193384
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,1,0.5362595419847328
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,2,0.5979643765903307
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,5,0.6844783715012722
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,10,0.7442748091603053
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,15,0.7868956743002544
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,20,0.811704834605598
custom_metric,CUHK_PDNA,PDNA,1,0.0057251908396946565
custom_metric,CUHK_PDNA,PDNA,2,0.0057251908396946565
custom_metric,CUHK_PDNA,PDNA,5,0.008905852417302799
custom_metric,CUHK_PDNA,PDNA,10,0.014631043256997456
custom_metric,CUHK_PDNA,PDNA,15,0.018447837150127225
custom_metric,CUHK_PDNA,PDNA,20,0.021628498727735368
custom_metric,CUHK_PDNA,PDNA,1,0.0057251908396946565
custom_metric,CUHK_PDNA,PDNA,2,0.006997455470737914
custom_metric,CUHK_PDNA,PDNA,5,0.008905852417302799
custom_metric,CUHK_PDNA,PDNA,10,0.013358778625954198
custom_metric,CUHK_PDNA,PDNA,15,0.020356234096692113
custom_metric,CUHK_PDNA,PDNA,20,0.022900763358778626
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,1,0.30725190839694655
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,2,0.361323155216285
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,5,0.4312977099236641
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,10,0.48282442748091603
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,15,0.5159033078880407
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,20,0.5432569974554707
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,25,0.8161577608142494
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,30,0.833969465648855
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,40,0.8594147582697201
cosine,Apple_DFN5B_CLIP_ViT_H_14_384_CUHK,hf-hub:apple/DFN5B-CLIP-ViT-H-14-384,50,0.8727735368956743
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,25,0.5826972010178118
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,30,0.594147582697201
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,40,0.6208651399491094
cosine,CLIP_ViT_bigG_14_laion2B_39B_b160k_CUHK,hf-hub:laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,50,0.6501272264631043
cosine,ViT_B_32_CUHK,ViT-B-32,25,0.4662849872773537
cosine,ViT_B_32_CUHK,ViT-B-32,30,0.48854961832061067
cosine,ViT_B_32_CUHK,ViT-B-32,40,0.5184478371501272
cosine,ViT_B_32_CUHK,ViT-B-32,50,0.539440203562341
cosine,SIGLIP_Base_Patch16_224_CUHK,google/siglip-base-patch16-224,25,0.7423664122137404
